customer_id,age,gender,item_purchased,category,purchase_amount_(usd),location,size,color,season,review_rating,subscription_status,payment_method,shipping_type,discount_applied,promo_code_used,previous_purchases,preferred_payment_method,frequency_of_purchases,price,date,month,year
3787,31,Female,Boots,Footwear,47,Chinna Chokikulam,L,Yellow,Fall,3.6,No,Venmo,2-Day Shipping,No,No,22,Venmo,Weekly,3901,2021-11-19,11,2021
3252,25,Female,Coat,Outerwear,20,KK Nagar,M,Gold,Winter,3.7,No,Debit Card,Standard,No,No,39,Venmo,Quarterly,1660,2021-07-10,7,2021
3385,39,Female,Hoodie,Clothing,24,Chinna Chokikulam,L,Maroon,Summer,3.8,No,Credit Card,Free Shipping,No,No,9,Venmo,Quarterly,1992,2020-03-26,3,2020
426,40,Male,Jeans,Clothing,87,Meenakshi Nagar,S,Teal,Winter,3.3,Yes,Debit Card,Store Pickup,Yes,Yes,4,Credit Card,Quarterly,7221,2020-08-20,8,2020
2420,26,Male,Sweater,Clothing,40,KK Nagar,M,Blue,Fall,2.7,No,Venmo,Next Day Air,No,No,11,Credit Card,Every 3 Months,3320,2024-02-07,2,2024
3454,31,Female,Shirt,Clothing,60,Meenakshi Nagar,L,Pink,Winter,4.3,No,Venmo,Standard,No,No,48,Venmo,Bi-Weekly,4980,2024-05-01,5,2024
1801,22,Male,Coat,Outerwear,58,BB Kulam,XL,Indigo,Winter,2.7,No,Cash,Express,No,No,30,Credit Card,Weekly,4814,2023-04-25,4,2023
158,36,Male,Hat,Accessories,68,Anna Nagar,S,Yellow,Fall,3.0,Yes,Debit Card,Next Day Air,Yes,Yes,1,Bank Transfer,Fortnightly,5644,2023-12-09,12,2023
2400,55,Male,Dress,Clothing,44,Palangantham,L,Beige,Spring,3.2,No,Debit Card,Store Pickup,No,No,31,Cash,Monthly,3652,2020-02-19,2,2020
2054,19,Male,Sunglasses,Accessories,60,Thirumangalam,S,Purple,Spring,4.5,No,Bank Transfer,2-Day Shipping,No,No,16,Credit Card,Fortnightly,4980,2021-07-23,7,2021
2422,37,Male,Sneakers,Footwear,46,Meenakshi Nagar,L,Pink,Spring,4.6,No,PayPal,Standard,No,No,2,Debit Card,Every 3 Months,3818,2020-06-06,6,2020
2,19,Male,Sweater,Clothing,64,Palangantham,L,Maroon,Winter,3.1,Yes,Bank Transfer,Express,Yes,Yes,2,Cash,Fortnightly,5312,2021-03-17,3,2021
513,19,Male,Gloves,Accessories,49,Ponmeni,L,Peach,Winter,3.3,Yes,Credit Card,Next Day Air,Yes,Yes,2,Bank Transfer,Monthly,4067,2021-05-13,5,2021
717,30,Male,Jewelry,Accessories,29,Ponmeni,M,Olive,Spring,3.6,Yes,PayPal,Express,Yes,Yes,9,Venmo,Bi-Weekly,2407,2022-05-31,5,2022
2675,40,Female,Hat,Accessories,41,Palangantham,S,Charcoal,Fall,3.3,No,Debit Card,Express,No,No,15,Cash,Every 3 Months,3403,2021-03-29,3,2021
2617,61,Male,Sandals,Footwear,55,Ponmeni,XL,Purple,Spring,3.6,No,Bank Transfer,Express,No,No,46,Cash,Annually,4565,2020-10-16,10,2020
3628,39,Female,Belt,Accessories,54,Chinna Chokikulam,M,Silver,Winter,3.3,No,Credit Card,Next Day Air,No,No,48,Cash,Every 3 Months,4482,2021-10-16,10,2021
3820,36,Female,Pants,Clothing,99,Meenakshi Nagar,S,Gold,Spring,2.9,No,PayPal,Express,No,No,45,Cash,Quarterly,8217,2020-05-04,5,2020
345,24,Male,Skirt,Clothing,71,BB Kulam,M,Charcoal,Winter,4.0,Yes,PayPal,Standard,Yes,Yes,46,Debit Card,Monthly,5893,2020-02-07,2,2020
3599,23,Female,Hoodie,Clothing,76,Chinna Chokikulam,XL,Purple,Spring,4.6,No,Bank Transfer,Store Pickup,No,No,19,Bank Transfer,Bi-Weekly,6308,2023-09-10,9,2023
2119,60,Male,Socks,Clothing,44,Thirumangalam,M,Olive,Fall,4.2,No,Bank Transfer,2-Day Shipping,No,No,28,Debit Card,Quarterly,3652,2020-02-23,2,2020
1680,60,Male,Dress,Clothing,52,Meenakshi Nagar,S,Black,Fall,4.5,No,PayPal,Next Day Air,No,No,24,Debit Card,Bi-Weekly,4316,2021-06-25,6,2021
3191,41,Female,Jeans,Clothing,78,Iyer Bungalow,S,Purple,Fall,3.4,No,Bank Transfer,Free Shipping,No,No,5,Credit Card,Fortnightly,6474,2020-11-13,11,2020
3735,38,Female,Hoodie,Clothing,88,Ponmeni,M,Beige,Spring,3.4,No,Venmo,Next Day Air,No,No,33,Debit Card,Every 3 Months,7304,2024-11-25,11,2024
1519,68,Male,Belt,Accessories,73,Thirumangalam,M,Yellow,Winter,4.1,No,Cash,Next Day Air,Yes,Yes,14,Venmo,Fortnightly,6059,2022-04-20,4,2022
1464,54,Male,Jewelry,Accessories,49,Thirumangalam,M,Beige,Summer,4.9,No,Credit Card,Store Pickup,Yes,Yes,1,Bank Transfer,Monthly,4067,2020-10-26,10,2020
1727,57,Male,Coat,Outerwear,28,Anna Nagar,S,Olive,Summer,2.8,No,Credit Card,Express,No,No,45,Debit Card,Weekly,2324,2022-01-16,1,2022
2537,51,Male,Belt,Accessories,39,KK Nagar,L,Gray,Spring,4.9,No,Bank Transfer,Express,No,No,45,PayPal,Every 3 Months,3237,2022-07-05,7,2022
39,29,Male,Dress,Clothing,37,CS Nagar,M,Red,Winter,3.7,Yes,Debit Card,2-Day Shipping,Yes,Yes,44,Venmo,Every 3 Months,3071,2021-04-18,4,2021
192,64,Male,Hat,Accessories,76,Iyer Bungalow,M,Gray,Fall,3.9,Yes,Credit Card,Free Shipping,Yes,Yes,29,Cash,Every 3 Months,6308,2021-03-10,3,2021
1922,47,Male,Shirt,Clothing,36,Meenakshi Nagar,M,Green,Fall,3.5,No,Cash,Store Pickup,No,No,13,Venmo,Annually,2988,2021-08-11,8,2021
1359,19,Male,Scarf,Accessories,22,Thirumangalam,XL,Pink,Spring,2.5,No,Debit Card,Store Pickup,Yes,Yes,25,Venmo,Every 3 Months,1826,2022-08-21,8,2022
518,61,Male,Boots,Footwear,49,CS Nagar,L,Silver,Fall,2.7,Yes,Debit Card,Free Shipping,Yes,Yes,44,Cash,Every 3 Months,4067,2020-01-09,1,2020
1550,19,Male,Sneakers,Footwear,55,CS Nagar,M,Black,Spring,2.9,No,Cash,2-Day Shipping,Yes,Yes,19,Debit Card,Every 3 Months,4565,2021-02-22,2,2021
1314,70,Male,Shoes,Footwear,28,CS Nagar,M,Lavender,Summer,2.6,No,Cash,Free Shipping,Yes,Yes,23,Credit Card,Bi-Weekly,2324,2021-06-14,6,2021
240,49,Male,Pants,Clothing,51,Palangantham,L,Yellow,Summer,2.9,Yes,PayPal,Express,Yes,Yes,47,Credit Card,Bi-Weekly,4233,2021-03-21,3,2021
3884,34,Female,Hat,Accessories,38,KK Nagar,XL,Purple,Fall,4.0,No,Bank Transfer,Next Day Air,No,No,22,Cash,Fortnightly,3154,2021-07-18,7,2021
65,65,Male,Boots,Footwear,83,KK Nagar,S,Green,Fall,4.8,Yes,PayPal,Standard,Yes,Yes,18,Debit Card,Fortnightly,6889,2020-11-09,11,2020
3705,68,Female,Sunglasses,Accessories,61,Anna Nagar,L,Black,Winter,4.0,No,PayPal,Store Pickup,No,No,36,Credit Card,Quarterly,5063,2024-08-16,8,2024
880,62,Male,Skirt,Clothing,76,Palangantham,S,Lavender,Spring,4.1,Yes,Credit Card,Free Shipping,Yes,Yes,14,PayPal,Quarterly,6308,2022-04-08,4,2022
3751,42,Female,Hoodie,Clothing,88,BB Kulam,M,Gold,Fall,3.1,No,Debit Card,Free Shipping,No,No,5,PayPal,Monthly,7304,2022-03-12,3,2022
3023,58,Female,Sandals,Footwear,26,KK Nagar,M,Lavender,Fall,4.0,No,Debit Card,Free Shipping,No,No,23,PayPal,Weekly,2158,2024-01-11,1,2024
2929,40,Female,Jewelry,Accessories,80,Ponmeni,L,Yellow,Spring,3.6,No,Venmo,Store Pickup,No,No,17,Credit Card,Weekly,6640,2021-05-26,5,2021
713,42,Male,Blouse,Clothing,81,Iyer Bungalow,XL,Black,Summer,3.8,Yes,Credit Card,Next Day Air,Yes,Yes,36,Bank Transfer,Quarterly,6723,2021-08-06,8,2021
2025,62,Male,Socks,Clothing,23,KK Nagar,L,Silver,Fall,3.7,No,Bank Transfer,Express,No,No,39,PayPal,Weekly,1909,2022-02-10,2,2022
1871,43,Male,Blouse,Clothing,99,Iyer Bungalow,L,Violet,Spring,4.3,No,Debit Card,Store Pickup,No,No,27,Debit Card,Fortnightly,8217,2022-01-31,1,2022
2832,34,Female,Hoodie,Clothing,53,Palangantham,L,Pink,Winter,5.0,No,Cash,Express,No,No,4,Credit Card,Weekly,4399,2022-10-25,10,2022
1852,28,Male,Skirt,Clothing,80,Anna Nagar,S,Lavender,Fall,3.1,No,Venmo,Free Shipping,No,No,4,Bank Transfer,Fortnightly,6640,2023-09-27,9,2023
2309,49,Male,Sunglasses,Accessories,81,KK Nagar,M,Teal,Winter,3.4,No,Bank Transfer,2-Day Shipping,No,No,22,Bank Transfer,Quarterly,6723,2020-08-10,8,2020
3269,22,Female,Dress,Clothing,97,KK Nagar,M,Cyan,Fall,2.8,No,Cash,Free Shipping,No,No,5,Bank Transfer,Every 3 Months,8051,2024-02-22,2,2024
491,57,Male,Sneakers,Footwear,42,Meenakshi Nagar,M,Silver,Winter,4.2,Yes,PayPal,2-Day Shipping,Yes,Yes,47,Cash,Monthly,3486,2020-01-13,1,2020
2543,61,Male,Jewelry,Accessories,22,Thirumangalam,M,White,Winter,3.7,No,PayPal,Express,No,No,27,PayPal,Annually,1826,2024-08-15,8,2024
1911,29,Male,Sandals,Footwear,38,Palangantham,S,Yellow,Fall,3.8,No,Venmo,Express,No,No,13,Debit Card,Quarterly,3154,2020-10-10,10,2020
2790,28,Female,Sweater,Clothing,85,CS Nagar,L,Orange,Fall,5.0,No,Cash,Express,No,No,28,Credit Card,Bi-Weekly,7055,2020-05-23,5,2020
1226,28,Male,Gloves,Accessories,97,Anna Nagar,S,Turquoise,Fall,2.6,No,Credit Card,Free Shipping,Yes,Yes,16,Debit Card,Weekly,8051,2021-10-22,10,2021
3348,22,Female,Shoes,Footwear,70,BB Kulam,XL,Cyan,Summer,4.4,No,Credit Card,Standard,No,No,28,PayPal,Bi-Weekly,5810,2024-01-24,1,2024
2825,39,Female,Hat,Accessories,90,Iyer Bungalow,M,Purple,Fall,4.0,No,Debit Card,Free Shipping,No,No,49,Debit Card,Quarterly,7470,2020-05-03,5,2020
330,70,Male,Socks,Clothing,31,Anna Nagar,S,White,Summer,2.9,Yes,Debit Card,2-Day Shipping,Yes,Yes,34,Bank Transfer,Monthly,2573,2022-06-06,6,2022
1308,23,Male,Coat,Outerwear,32,Palangantham,L,Black,Summer,3.1,No,PayPal,Express,Yes,Yes,43,PayPal,Annually,2656,2020-11-30,11,2020
1726,45,Male,Sunglasses,Accessories,33,Meenakshi Nagar,M,Indigo,Spring,3.0,No,Cash,Next Day Air,No,No,32,Venmo,Quarterly,2739,2020-02-11,2,2020
2018,70,Male,Socks,Clothing,32,Meenakshi Nagar,S,Green,Winter,4.1,No,Venmo,Next Day Air,No,No,42,Bank Transfer,Every 3 Months,2656,2024-07-24,7,2024
1510,20,Male,Dress,Clothing,54,Thirumangalam,XL,White,Summer,4.6,No,Credit Card,Free Shipping,Yes,Yes,44,Debit Card,Annually,4482,2020-11-27,11,2020
3321,66,Female,Blouse,Clothing,44,BB Kulam,XL,Silver,Fall,4.2,No,Cash,2-Day Shipping,No,No,45,Cash,Every 3 Months,3652,2024-06-19,6,2024
2177,24,Male,Belt,Accessories,91,Thirumangalam,S,Red,Winter,3.4,No,Venmo,2-Day Shipping,No,No,44,Debit Card,Quarterly,7553,2023-11-27,11,2023
1078,58,Male,Jacket,Outerwear,28,Meenakshi Nagar,M,Pink,Winter,3.7,No,Cash,Standard,Yes,Yes,5,PayPal,Quarterly,2324,2024-01-26,1,2024
3222,21,Female,T-shirt,Clothing,76,Thirumangalam,M,Yellow,Winter,3.2,No,Credit Card,Standard,No,No,28,Cash,Annually,6308,2022-03-11,3,2022
526,51,Male,Coat,Outerwear,37,Ponmeni,M,Cyan,Spring,3.2,Yes,Credit Card,Next Day Air,Yes,Yes,41,Debit Card,Monthly,3071,2020-07-27,7,2020
3764,27,Female,Shirt,Clothing,24,KK Nagar,XL,Red,Winter,4.5,No,PayPal,Standard,No,No,38,Cash,Every 3 Months,1992,2024-01-04,1,2024
3318,21,Female,Hat,Accessories,67,Anna Nagar,XL,Pink,Summer,4.7,No,Debit Card,Standard,No,No,30,Cash,Quarterly,5561,2024-10-30,10,2024
3387,34,Female,T-shirt,Clothing,62,CS Nagar,M,Lavender,Fall,2.6,No,Debit Card,2-Day Shipping,No,No,36,Cash,Quarterly,5146,2021-10-13,10,2021
2585,26,Male,Socks,Clothing,30,KK Nagar,L,Blue,Summer,2.9,No,PayPal,Store Pickup,No,No,26,Bank Transfer,Bi-Weekly,2490,2020-04-17,4,2020
421,32,Male,Socks,Clothing,54,BB Kulam,S,Peach,Spring,3.8,Yes,Credit Card,Free Shipping,Yes,Yes,18,Debit Card,Bi-Weekly,4482,2024-05-10,5,2024
3681,22,Female,Sunglasses,Accessories,36,CS Nagar,S,Blue,Winter,2.9,No,Venmo,Standard,No,No,30,Debit Card,Quarterly,2988,2024-06-06,6,2024
1174,44,Male,Jewelry,Accessories,76,CS Nagar,M,Indigo,Winter,2.5,No,Credit Card,Express,Yes,Yes,42,Cash,Bi-Weekly,6308,2023-02-25,2,2023
3804,48,Female,Handbag,Accessories,55,BB Kulam,M,Violet,Spring,3.6,No,Credit Card,Standard,No,No,14,Debit Card,Weekly,4565,2021-11-06,11,2021
524,46,Male,Sandals,Footwear,40,Chinna Chokikulam,M,Orange,Spring,4.9,Yes,Cash,Express,Yes,Yes,5,PayPal,Quarterly,3320,2021-05-08,5,2021
223,47,Male,Gloves,Accessories,94,Thirumangalam,XL,Gray,Spring,4.5,Yes,Venmo,2-Day Shipping,Yes,Yes,14,PayPal,Fortnightly,7802,2024-07-17,7,2024
2436,21,Male,Sneakers,Footwear,27,Thirumangalam,S,Black,Fall,4.5,No,Cash,Free Shipping,No,No,29,Cash,Bi-Weekly,2241,2021-08-02,8,2021
300,25,Male,Sneakers,Footwear,80,Palangantham,M,Maroon,Summer,3.2,Yes,Credit Card,Next Day Air,Yes,Yes,28,PayPal,Fortnightly,6640,2022-06-07,6,2022
3313,55,Female,Sneakers,Footwear,75,CS Nagar,L,Black,Summer,3.9,No,Venmo,Next Day Air,No,No,45,Cash,Quarterly,6225,2023-11-15,11,2023
2771,50,Female,Boots,Footwear,44,CS Nagar,S,Blue,Fall,3.3,No,PayPal,Express,No,No,22,Bank Transfer,Quarterly,3652,2024-11-21,11,2024
1988,69,Male,Belt,Accessories,23,Thirumangalam,XL,White,Summer,3.4,No,Debit Card,Express,No,No,4,Cash,Quarterly,1909,2024-05-16,5,2024
1666,40,Male,Jacket,Outerwear,41,Iyer Bungalow,L,Pink,Fall,3.4,No,Cash,Next Day Air,Yes,Yes,49,Venmo,Monthly,3403,2021-07-25,7,2021
1730,47,Male,Shorts,Clothing,21,Anna Nagar,M,Brown,Winter,3.8,No,Venmo,Store Pickup,No,No,12,Venmo,Fortnightly,1743,2022-02-21,2,2022
263,37,Male,Pants,Clothing,40,Iyer Bungalow,M,Teal,Summer,3.7,Yes,Cash,Next Day Air,Yes,Yes,6,Debit Card,Annually,3320,2021-04-09,4,2021
1106,33,Male,T-shirt,Clothing,83,Ponmeni,S,Olive,Spring,3.0,No,Credit Card,Next Day Air,Yes,Yes,6,Venmo,Every 3 Months,6889,2022-05-07,5,2022
2355,56,Male,Blouse,Clothing,78,Chinna Chokikulam,M,Blue,Summer,4.8,No,Cash,Next Day Air,No,No,27,Venmo,Monthly,6474,2023-06-28,6,2023
3289,67,Female,Handbag,Accessories,61,Anna Nagar,XL,White,Spring,4.9,No,Debit Card,Next Day Air,No,No,19,Credit Card,Bi-Weekly,5063,2021-04-12,4,2021
2255,24,Male,Belt,Accessories,79,BB Kulam,M,Gold,Winter,4.2,No,Venmo,Store Pickup,No,No,44,PayPal,Every 3 Months,6557,2023-04-01,4,2023
2149,19,Male,T-shirt,Clothing,45,Anna Nagar,XL,Turquoise,Winter,4.6,No,PayPal,2-Day Shipping,No,No,19,PayPal,Bi-Weekly,3735,2023-08-14,8,2023
3102,32,Female,Jewelry,Accessories,82,KK Nagar,S,Brown,Summer,2.7,No,PayPal,Express,No,No,9,PayPal,Fortnightly,6806,2024-06-29,6,2024
250,53,Male,Handbag,Accessories,47,Thirumangalam,S,Teal,Fall,4.2,Yes,Cash,Standard,Yes,Yes,18,Credit Card,Annually,3901,2022-01-23,1,2022
3605,63,Female,Hoodie,Clothing,86,Ponmeni,M,Orange,Fall,3.3,No,Bank Transfer,Standard,No,No,17,Debit Card,Annually,7138,2021-09-06,9,2021
1446,64,Male,Belt,Accessories,51,Ponmeni,M,Gold,Fall,3.1,No,Venmo,2-Day Shipping,Yes,Yes,24,Credit Card,Annually,4233,2020-02-07,2,2020
692,60,Male,Backpack,Accessories,21,Palangantham,L,Silver,Summer,2.9,Yes,Credit Card,Standard,Yes,Yes,37,PayPal,Bi-Weekly,1743,2023-09-06,9,2023
1784,42,Male,Handbag,Accessories,49,Palangantham,L,Lavender,Winter,3.3,No,Cash,Free Shipping,No,No,30,Credit Card,Monthly,4067,2020-06-09,6,2020
1447,63,Male,Jeans,Clothing,35,Chinna Chokikulam,XL,Red,Summer,3.2,No,Debit Card,Express,Yes,Yes,6,Credit Card,Quarterly,2905,2023-08-14,8,2023
3439,26,Female,Shirt,Clothing,71,Thirumangalam,M,Violet,Fall,3.0,No,Debit Card,Store Pickup,No,No,33,Credit Card,Monthly,5893,2020-03-19,3,2020
2854,37,Female,Hat,Accessories,48,Anna Nagar,M,Magenta,Winter,3.2,No,Cash,Next Day Air,No,No,9,PayPal,Weekly,3984,2020-01-09,1,2020
3532,54,Female,Shoes,Footwear,52,CS Nagar,XL,Violet,Winter,4.6,No,Credit Card,2-Day Shipping,No,No,23,Cash,Quarterly,4316,2024-04-14,4,2024
418,23,Male,Sandals,Footwear,81,Chinna Chokikulam,L,Beige,Fall,4.5,Yes,PayPal,Free Shipping,Yes,Yes,48,Debit Card,Quarterly,6723,2021-09-20,9,2021
2810,66,Female,Shorts,Clothing,98,Iyer Bungalow,XL,Teal,Summer,3.0,No,Debit Card,Standard,No,No,27,Debit Card,Quarterly,8134,2021-02-19,2,2021
448,60,Male,Shorts,Clothing,82,KK Nagar,S,Turquoise,Spring,3.6,Yes,Venmo,Standard,Yes,Yes,7,Bank Transfer,Every 3 Months,6806,2023-06-15,6,2023
2341,63,Male,Blouse,Clothing,24,Anna Nagar,M,Cyan,Summer,2.6,No,Venmo,Standard,No,No,37,Credit Card,Fortnightly,1992,2020-11-22,11,2020
3145,23,Female,Boots,Footwear,70,Iyer Bungalow,L,Beige,Spring,2.6,No,Bank Transfer,Free Shipping,No,No,12,Debit Card,Quarterly,5810,2020-07-03,7,2020
3776,41,Female,Belt,Accessories,63,Chinna Chokikulam,S,Pink,Spring,2.7,No,Debit Card,2-Day Shipping,No,No,45,Cash,Quarterly,5229,2022-06-04,6,2022
404,19,Male,Sneakers,Footwear,45,Iyer Bungalow,M,Orange,Winter,4.5,Yes,Credit Card,Next Day Air,Yes,Yes,12,Bank Transfer,Annually,3735,2021-07-03,7,2021
3748,26,Female,Sweater,Clothing,53,BB Kulam,L,Olive,Spring,4.3,No,Credit Card,Store Pickup,No,No,32,Bank Transfer,Bi-Weekly,4399,2024-01-27,1,2024
1938,43,Male,Socks,Clothing,53,BB Kulam,M,Olive,Summer,4.5,No,Venmo,2-Day Shipping,No,No,11,Bank Transfer,Monthly,4399,2020-10-16,10,2020
1958,68,Male,Gloves,Accessories,54,Meenakshi Nagar,M,Cyan,Spring,4.5,No,Venmo,Store Pickup,No,No,26,Cash,Bi-Weekly,4482,2022-02-21,2,2022
927,54,Male,Jeans,Clothing,63,Meenakshi Nagar,XL,Green,Spring,4.4,Yes,PayPal,Express,Yes,Yes,11,Cash,Bi-Weekly,5229,2023-10-24,10,2023
3180,57,Female,Shorts,Clothing,88,BB Kulam,M,Olive,Spring,4.3,No,Debit Card,Free Shipping,No,No,12,Debit Card,Bi-Weekly,7304,2022-08-20,8,2022
3581,51,Female,Blouse,Clothing,83,Anna Nagar,M,Magenta,Summer,3.2,No,Bank Transfer,2-Day Shipping,No,No,3,Cash,Bi-Weekly,6889,2020-09-26,9,2020
2664,46,Female,Sneakers,Footwear,52,Thirumangalam,L,Silver,Fall,2.9,No,Credit Card,Free Shipping,No,No,23,Bank Transfer,Annually,4316,2020-06-22,6,2020
459,47,Male,Shorts,Clothing,91,Anna Nagar,L,Black,Winter,4.0,Yes,Debit Card,2-Day Shipping,Yes,Yes,48,PayPal,Monthly,7553,2020-12-03,12,2020
1628,69,Male,Sunglasses,Accessories,21,KK Nagar,M,Olive,Winter,2.9,No,Venmo,Next Day Air,Yes,Yes,8,Credit Card,Annually,1743,2024-09-03,9,2024
1246,42,Male,Dress,Clothing,31,Anna Nagar,M,Violet,Fall,3.4,No,Bank Transfer,Standard,Yes,Yes,30,Bank Transfer,Weekly,2573,2021-11-13,11,2021
1463,38,Male,Sneakers,Footwear,90,Ponmeni,S,Charcoal,Summer,4.8,No,Venmo,2-Day Shipping,Yes,Yes,2,Venmo,Quarterly,7470,2020-06-09,6,2020
142,56,Male,Gloves,Accessories,46,Palangantham,M,Turquoise,Fall,4.9,Yes,PayPal,Free Shipping,Yes,Yes,45,PayPal,Weekly,3818,2022-08-27,8,2022
2173,28,Male,Skirt,Clothing,89,Anna Nagar,S,Lavender,Fall,2.8,No,Bank Transfer,Store Pickup,No,No,6,PayPal,Fortnightly,7387,2023-04-15,4,2023
1443,53,Male,Hoodie,Clothing,92,Ponmeni,S,Violet,Spring,2.8,No,Cash,2-Day Shipping,Yes,Yes,42,Credit Card,Annually,7636,2022-06-24,6,2022
135,43,Male,Hat,Accessories,94,Meenakshi Nagar,L,Gray,Fall,4.9,Yes,Credit Card,Store Pickup,Yes,Yes,25,Cash,Monthly,7802,2020-07-13,7,2020
816,30,Male,Hat,Accessories,84,Chinna Chokikulam,L,Teal,Spring,3.0,Yes,Cash,Next Day Air,Yes,Yes,27,Venmo,Bi-Weekly,6972,2022-06-15,6,2022
2849,33,Female,Boots,Footwear,72,Iyer Bungalow,L,Gray,Fall,4.9,No,Debit Card,Store Pickup,No,No,28,Bank Transfer,Quarterly,5976,2020-06-06,6,2020
2886,29,Female,Backpack,Accessories,82,Anna Nagar,M,Yellow,Summer,3.5,No,Bank Transfer,Next Day Air,No,No,14,Credit Card,Bi-Weekly,6806,2020-02-06,2,2020
2972,30,Female,Handbag,Accessories,100,Ponmeni,L,Yellow,Fall,3.9,No,Credit Card,Next Day Air,No,No,9,PayPal,Every 3 Months,8300,2021-05-07,5,2021
470,21,Male,Shorts,Clothing,46,Thirumangalam,L,Pink,Fall,4.1,Yes,Debit Card,2-Day Shipping,Yes,Yes,30,Debit Card,Bi-Weekly,3818,2020-01-24,1,2020
687,70,Male,Sweater,Clothing,35,Iyer Bungalow,L,Beige,Fall,3.0,Yes,PayPal,2-Day Shipping,Yes,Yes,33,Venmo,Fortnightly,2905,2024-07-19,7,2024
407,52,Male,Gloves,Accessories,55,Iyer Bungalow,M,Peach,Spring,4.6,Yes,Debit Card,Express,Yes,Yes,13,Cash,Monthly,4565,2022-02-11,2,2022
2260,60,Male,Jeans,Clothing,96,Meenakshi Nagar,XL,Beige,Spring,3.3,No,Venmo,Free Shipping,No,No,24,Cash,Annually,7968,2023-11-23,11,2023
826,27,Male,Belt,Accessories,94,Ponmeni,XL,Brown,Fall,3.6,Yes,Venmo,Next Day Air,Yes,Yes,17,Cash,Monthly,7802,2021-04-27,4,2021
1941,50,Male,Hat,Accessories,89,Anna Nagar,L,Gray,Fall,3.9,No,Venmo,2-Day Shipping,No,No,48,PayPal,Fortnightly,7387,2022-12-19,12,2022
163,54,Male,Sunglasses,Accessories,74,Palangantham,M,Turquoise,Summer,3.0,Yes,Credit Card,Store Pickup,Yes,Yes,31,PayPal,Bi-Weekly,6142,2020-03-29,3,2020
3673,51,Female,Sandals,Footwear,81,Chinna Chokikulam,S,Pink,Fall,4.5,No,Venmo,Free Shipping,No,No,7,PayPal,Monthly,6723,2024-07-09,7,2024
854,62,Male,Hat,Accessories,43,Iyer Bungalow,L,Orange,Winter,4.0,Yes,PayPal,Free Shipping,Yes,Yes,35,Cash,Monthly,3569,2020-06-08,6,2020
2715,53,Female,Sweater,Clothing,45,CS Nagar,S,Olive,Winter,3.6,No,Debit Card,Store Pickup,No,No,16,Credit Card,Bi-Weekly,3735,2024-04-21,4,2024
1449,64,Male,Boots,Footwear,95,Iyer Bungalow,M,Black,Summer,3.6,No,Bank Transfer,Free Shipping,Yes,Yes,11,Credit Card,Every 3 Months,7885,2024-02-21,2,2024
3654,67,Female,Coat,Outerwear,20,KK Nagar,M,Blue,Spring,3.9,No,Debit Card,Next Day Air,No,No,39,Credit Card,Fortnightly,1660,2021-04-07,4,2021
1696,54,Male,Hat,Accessories,95,Anna Nagar,S,Yellow,Fall,4.7,No,Venmo,2-Day Shipping,No,No,1,PayPal,Fortnightly,7885,2020-06-11,6,2020
3534,50,Female,Sneakers,Footwear,98,KK Nagar,L,Yellow,Fall,4.7,No,Venmo,Standard,No,No,30,Venmo,Fortnightly,8134,2021-01-27,1,2021
3304,20,Female,Belt,Accessories,60,Ponmeni,S,Turquoise,Summer,3.4,No,PayPal,Next Day Air,No,No,4,Credit Card,Fortnightly,4980,2020-04-13,4,2020
1713,65,Male,T-shirt,Clothing,87,Anna Nagar,S,Beige,Fall,3.8,No,Debit Card,2-Day Shipping,No,No,9,Cash,Fortnightly,7221,2023-04-27,4,2023
1457,59,Male,Coat,Outerwear,100,BB Kulam,S,Olive,Spring,2.7,No,Venmo,Store Pickup,Yes,Yes,30,PayPal,Every 3 Months,8300,2022-05-09,5,2022
2258,41,Male,Skirt,Clothing,32,Ponmeni,L,Olive,Fall,4.2,No,PayPal,Standard,No,No,6,Bank Transfer,Annually,2656,2023-12-29,12,2023
2735,63,Female,Jeans,Clothing,93,Anna Nagar,XL,Yellow,Summer,2.7,No,Venmo,2-Day Shipping,No,No,13,Cash,Bi-Weekly,7719,2021-03-22,3,2021
2922,20,Female,Handbag,Accessories,24,CS Nagar,M,Cyan,Fall,4.6,No,Venmo,Standard,No,No,11,Cash,Fortnightly,1992,2020-02-15,2,2020
1074,22,Male,Scarf,Accessories,96,CS Nagar,XL,Purple,Spring,4.0,No,Cash,Store Pickup,Yes,Yes,33,Credit Card,Monthly,7968,2020-09-26,9,2020
2762,31,Female,Sneakers,Footwear,82,BB Kulam,M,Purple,Fall,3.4,No,Venmo,Next Day Air,No,No,3,Credit Card,Every 3 Months,6806,2021-12-22,12,2021
1954,25,Male,Skirt,Clothing,33,BB Kulam,XL,Green,Spring,4.8,No,Cash,Standard,No,No,3,PayPal,Fortnightly,2739,2024-06-29,6,2024
2718,18,Female,Sunglasses,Accessories,62,Meenakshi Nagar,XL,Beige,Winter,4.3,No,Debit Card,Free Shipping,No,No,19,Credit Card,Every 3 Months,5146,2022-10-29,10,2022
133,30,Male,Backpack,Accessories,58,KK Nagar,M,Orange,Fall,4.7,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,42,PayPal,Weekly,4814,2021-04-16,4,2021
1790,52,Male,Blouse,Clothing,34,Meenakshi Nagar,L,Peach,Spring,3.0,No,PayPal,2-Day Shipping,No,No,43,Debit Card,Quarterly,2822,2021-06-30,6,2021
